Day,Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
940,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.69,1.97,1.87,62.84,67.015,403,379
941,August,Summer,Wednesday,False,rain,partly-cloudy-day,0.71,0.69,2.56,1.97,66.285,62.84,379,221
942,August,Summer,Thursday,False,partly-cloudy-day,rain,0.8,0.71,4.31,2.56,67.105,66.285,221,245
943,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.8,4.41,4.31,61.65,67.105,245,104
944,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.77,5.08,4.41,58.925,61.65,104,99
945,August,Summer,Sunday,False,rain,partly-cloudy-day,0.75,0.69,2.41,5.08,63.19,58.925,99,267
946,August,Summer,Monday,False,fog,rain,0.91,0.75,1.48,2.41,64.82,63.19,267,352
947,August,Summer,Tuesday,False,partly-cloudy-day,fog,0.85,0.91,1.58,1.48,67.405,64.82,352,321
948,August,Summer,Wednesday,False,fog,partly-cloudy-day,0.82,0.85,1.63,1.58,62.775,67.405,321,343
949,August,Summer,Thursday,False,partly-cloudy-day,fog,0.77,0.82,2.03,1.63,60.965,62.775,343,253
950,August,Summer,Friday,False,clear-day,partly-cloudy-day,0.74,0.77,0.39,2.03,65.895,60.965,253,80
951,August,Summer,Saturday,False,partly-cloudy-day,clear-day,0.72,0.74,0.56,0.39,67.815,65.895,80,89
952,August,Summer,Sunday,False,clear-day,partly-cloudy-day,0.69,0.72,0.77,0.56,68.05,67.815,89,134
953,August,Summer,Monday,True,partly-cloudy-day,clear-day,0.72,0.69,1.01,0.77,72.14,68.05,134,368
954,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.72,1.22,1.01,66.83,72.14,368,320
955,August,Summer,Wednesday,False,rain,partly-cloudy-day,0.87,0.75,2.63,1.22,52.21,66.83,320,345
956,August,Summer,Thursday,False,partly-cloudy-day,rain,0.8,0.87,1.03,2.63,57.38,52.21,345,326
957,September,Autumn,Friday,False,clear-day,partly-cloudy-day,0.72,0.8,1.61,1.03,58.97,57.38,326,91
958,September,Autumn,Saturday,False,partly-cloudy-day,clear-day,0.72,0.72,0.28,1.61,60.585,58.97,91,71
959,September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.72,3.27,0.28,60.425,60.585,71,337
960,September,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.83,2.91,3.27,66.6,60.425,337,362
961,September,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.9,4,2.91,60.435,66.6,362,363
962,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.87,3.09,4,58.66,60.435,363,381
963,September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.75,2.88,3.09,62.485,58.66,381,191
964,September,Autumn,Friday,False,rain,partly-cloudy-day,0.87,0.78,3.81,2.88,57.12,62.485,191,73
965,September,Autumn,Saturday,False,partly-cloudy-day,rain,0.82,0.87,2.52,3.81,55.9,57.12,73,62
966,September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.87,0.82,4,2.52,57.175,55.9,62,335
967,September,Autumn,Monday,False,partly-cloudy-day,clear-day,0.8,0.87,5.88,4,57.92,57.175,335,369
968,September,Autumn,Tuesday,False,rain,partly-cloudy-day,0.78,0.8,4.21,5.88,59.805,57.92,369,391
969,September,Autumn,Wednesday,False,partly-cloudy-day,rain,0.72,0.78,6.7,4.21,54.01,59.805,391,390
970,September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.72,3.79,6.7,53.58,54.01,390,307
971,September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.78,1.68,3.79,53.45,53.58,307,65
972,September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.81,1.28,1.68,53.485,53.45,65,76
973,September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.86,1.58,1.28,56.385,53.485,76,367
974,September,Autumn,Monday,False,rain,partly-cloudy-day,0.84,0.86,2.28,1.58,54.455,56.385,367,419
975,September,Autumn,Tuesday,False,partly-cloudy-day,rain,0.84,0.84,1.02,2.28,53.74,54.455,419,378
976,September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.84,2.5,1.02,59.595,53.74,378,402
977,September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,3.41,2.5,54.415,59.595,402,353
978,September,Autumn,Friday,False,clear-day,partly-cloudy-day,0.79,0.83,1.65,3.41,59.41,54.415,353,95
979,September,Autumn,Saturday,False,partly-cloudy-day,clear-day,0.76,0.79,2.25,1.65,58.93,59.41,95,79
980,September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.76,0.76,2.37,2.25,64.775,58.93,79,307
981,September,Autumn,Monday,False,partly-cloudy-day,clear-day,0.89,0.76,1.34,2.37,60.475,64.775,307,428
982,September,Autumn,Tuesday,False,fog,partly-cloudy-day,0.84,0.89,1.13,1.34,61.795,60.475,428,396
983,September,Autumn,Wednesday,False,rain,fog,0.86,0.84,2.37,1.13,64.485,61.795,396,401
984,September,Autumn,Thursday,False,partly-cloudy-day,rain,0.85,0.86,2.37,2.37,61.955,64.485,401,267
985,September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.85,2.38,2.37,58.68,61.955,267,73
986,September,Autumn,Saturday,False,clear-day,partly-cloudy-day,0.83,0.89,3.51,2.38,59.4,58.68,73,72
987,October,Autumn,Sunday,False,partly-cloudy-day,clear-day,0.91,0.83,5.19,3.51,60.185,59.4,72,371
988,October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.91,5.42,5.19,54.915,60.185,371,375
989,October,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.74,3.73,5.42,54.01,54.915,375,405
990,October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.74,3.99,3.73,57.3,54.01,405,334
991,October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.76,4.78,3.99,53.73,57.3,334,336
992,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.7,2.72,4.78,54.115,53.73,336,67
993,October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.73,3.83,2.72,56.555,54.115,67,92
994,October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.81,1.69,3.83,55.38,56.555,92,374
995,October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.82,1.42,1.69,57.125,55.38,374,418
996,October,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.85,3.95,1.42,59.36,57.125,418,369
997,October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.86,6.08,3.95,55.375,59.36,369,404
998,October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.84,3.23,6.08,57.58,55.375,404,350
999,October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.81,4.89,3.23,63.085,57.58,350,92
1000,October,Autumn,Saturday,False,fog,partly-cloudy-day,0.85,0.88,3.5,4.89,60.46,63.085,92,99
1001,October,Autumn,Sunday,False,fog,fog,0.88,0.85,2.43,3.5,61.575,60.46,99,361
1002,October,Autumn,Monday,False,clear-day,fog,0.81,0.88,4.29,2.43,61.02,61.575,361,392
1003,October,Autumn,Tuesday,False,clear-day,clear-day,0.76,0.81,2.97,4.29,54.81,61.02,392,294
1004,October,Autumn,Wednesday,False,fog,clear-day,0.89,0.76,1.31,2.97,59.33,54.81,294,354
1005,October,Autumn,Thursday,False,rain,fog,0.92,0.89,2.97,1.31,58.255,59.33,354,308
1006,October,Autumn,Friday,False,rain,rain,0.82,0.92,5.11,2.97,56.215,58.255,308,62
1007,October,Autumn,Saturday,False,partly-cloudy-day,rain,0.81,0.82,7.73,5.11,52.645,56.215,62,95
1008,October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.81,6.09,7.73,53.17,52.645,95,314
1009,October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.74,3.17,6.09,59.145,53.17,314,337
1010,October,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.89,5.26,3.17,61.46,59.145,337,330
1011,October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.88,3.39,5.26,56.955,61.46,330,319
1012,October,Autumn,Thursday,False,fog,partly-cloudy-day,0.94,0.8,0.67,3.39,53.695,56.955,319,285
1013,October,Autumn,Friday,False,clear-day,fog,0.82,0.94,2.1,0.67,49.55,53.695,285,80
1014,October,Autumn,Saturday,False,clear-day,clear-day,0.86,0.82,3.67,2.1,58,49.55,80,73
1015,October,Autumn,Sunday,False,partly-cloudy-day,clear-day,0.75,0.86,3.61,3.67,46.635,58,73,353
1016,October,Autumn,Monday,False,clear-day,partly-cloudy-day,0.82,0.75,0.75,3.61,46.99,46.635,353,384
1017,October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.82,0.82,2.73,0.75,50.895,46.99,384,390
1018,November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.82,1.13,2.73,49.61,50.895,390,384
1019,November,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.9,0.84,0.3,1.13,49.55,49.61,384,294
1020,November,Autumn,Friday,False,fog,clear-day,0.89,0.9,0.53,0.3,53.72,49.55,294,65
1021,November,Autumn,Saturday,False,partly-cloudy-day,fog,0.9,0.89,1.73,0.53,46.11,53.72,65,87
1022,November,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.9,3.2,1.73,40.36,46.11,87,339
1023,November,Autumn,Monday,False,clear-day,partly-cloudy-day,0.84,0.82,1.09,3.2,47.11,40.36,339,359
1024,November,Autumn,Tuesday,False,rain,clear-day,0.86,0.84,2.72,1.09,45.64,47.11,359,353
1025,November,Autumn,Wednesday,False,partly-cloudy-day,rain,0.85,0.86,3.29,2.72,41.005,45.64,353,386
1026,November,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.88,0.85,1.34,3.29,50.76,41.005,386,283
1027,November,Autumn,Friday,False,rain,clear-day,0.74,0.88,3.94,1.34,48.93,50.76,283,59
1028,November,Autumn,Saturday,False,rain,rain,0.92,0.74,0.59,3.94,44.23,48.93,59,53
1029,November,Autumn,Sunday,False,partly-cloudy-day,rain,0.79,0.92,4.88,0.59,38.165,44.23,53,369
1030,November,Autumn,Monday,False,clear-day,partly-cloudy-day,0.77,0.79,2.75,4.88,42.095,38.165,369,390
1031,November,Autumn,Tuesday,False,clear-day,clear-day,0.85,0.77,3.08,2.75,51.28,42.095,390,379
1032,November,Autumn,Wednesday,False,fog,clear-day,0.92,0.85,0.68,3.08,51.76,51.28,379,405
1033,November,Autumn,Thursday,False,partly-cloudy-day,fog,0.86,0.92,1.44,0.68,44.65,51.76,405,319
1034,November,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.86,0.61,1.44,42.91,44.65,319,54
1035,November,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,2.57,0.61,42.25,42.91,54,69
1036,November,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.83,0.86,1.34,2.57,42.255,42.25,69,343
1037,November,Autumn,Monday,False,partly-cloudy-day,clear-day,0.89,0.83,4.61,1.34,54.03,42.255,343,406
1038,November,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.89,5.91,4.61,55.925,54.03,406,363
1039,November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.85,9.38,5.91,55.04,55.925,363,368
1040,November,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.75,7.17,9.38,48.305,55.04,368,223
1041,November,Autumn,Friday,False,clear-day,partly-cloudy-day,0.82,0.72,0.45,7.17,38.665,48.305,223,29
1042,November,Autumn,Saturday,False,partly-cloudy-day,clear-day,0.82,0.82,3.24,0.45,36.495,38.665,29,46
1043,November,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.8,0.82,4.21,3.24,39.435,36.495,46,298
1044,November,Autumn,Monday,False,partly-cloudy-day,clear-day,0.83,0.8,5.94,4.21,42.75,39.435,298,378
1045,November,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,2.97,5.94,36.725,42.75,378,349
1046,November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.82,5.13,2.97,33.205,36.725,349,342
1047,November,Autumn,Thursday,True,clear-day,partly-cloudy-day,0.76,0.82,5.58,5.13,32.18,33.205,342,235
1048,December,Winter,Friday,False,partly-cloudy-day,clear-day,0.82,0.76,6.1,5.58,37.765,32.18,235,68
1049,December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.85,0.82,1.25,6.1,42.55,37.765,68,46
1050,December,Winter,Sunday,False,partly-cloudy-day,clear-day,0.92,0.85,2.39,1.25,44.63,42.55,46,370
1051,December,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.92,2.14,2.39,46.96,44.63,370,388
1052,December,Winter,Tuesday,False,cloudy,partly-cloudy-day,0.8,0.86,3.01,2.14,44.995,46.96,388,189
1053,December,Winter,Wednesday,False,cloudy,cloudy,0.75,0.8,5.35,3.01,47.78,44.995,189,316
1054,December,Winter,Thursday,False,rain,cloudy,0.84,0.75,5.9,5.35,42.2,47.78,316,263
1055,December,Winter,Friday,False,partly-cloudy-day,rain,0.77,0.84,6.42,5.9,30.665,42.2,263,52
1056,December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.81,0.77,2.97,6.42,33.85,30.665,52,24
1057,December,Winter,Sunday,False,snow,clear-day,0.91,0.81,0.84,2.97,32.3,33.85,24,46
1058,December,Winter,Monday,False,rain,snow,0.9,0.91,5.03,0.84,28.535,32.3,46,279
1059,December,Winter,Tuesday,False,rain,rain,0.87,0.9,1.91,5.03,37.345,28.535,279,281
1060,December,Winter,Wednesday,False,rain,rain,0.9,0.87,5.28,1.91,38.595,37.345,281,297
1061,December,Winter,Thursday,False,partly-cloudy-day,rain,0.82,0.9,5.97,5.28,35.885,38.595,297,231
1062,December,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,4.39,5.97,34.72,35.885,231,36
1063,December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.86,0.87,2.97,4.39,36.08,34.72,36,27
1064,December,Winter,Sunday,False,fog,clear-day,0.93,0.86,2.53,2.97,40.005,36.08,27,331
1065,December,Winter,Monday,False,clear-day,fog,0.88,0.93,1.41,2.53,38.355,40.005,331,313
1066,December,Winter,Tuesday,False,fog,clear-day,0.9,0.88,1.38,1.41,44.76,38.355,313,267
1067,December,Winter,Wednesday,False,fog,fog,0.94,0.9,1.58,1.38,50.21,44.76,267,233
1068,December,Winter,Thursday,False,fog,fog,0.92,0.94,2.51,1.58,50.46,50.21,233,151
1069,December,Winter,Friday,False,partly-cloudy-day,fog,0.91,0.92,1.15,2.51,49.865,50.46,151,35
1070,December,Winter,Saturday,False,cloudy,partly-cloudy-day,0.91,0.91,4.58,1.15,45.735,49.865,35,16
1071,December,Winter,Sunday,False,cloudy,cloudy,0.89,0.91,6.24,4.58,48.235,45.735,16,58
1072,December,Winter,Monday,True,rain,cloudy,0.87,0.89,8.49,6.24,42.29,48.235,58,12
1073,December,Winter,Tuesday,True,rain,rain,0.87,0.87,4.06,8.49,36.545,42.29,12,40
1074,December,Winter,Wednesday,False,partly-cloudy-day,rain,0.88,0.87,5.03,4.06,30.145,36.545,40,65
1075,December,Winter,Thursday,False,clear-day,partly-cloudy-day,0.85,0.88,2.75,5.03,33.76,30.145,65,36
1076,December,Winter,Friday,False,rain,clear-day,0.84,0.85,4,2.75,40.02,33.76,36,42
1077,December,Winter,Saturday,False,partly-cloudy-day,rain,0.82,0.84,6.51,4,51.985,40.02,42,26
1078,December,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,7.67,6.51,46.475,51.985,26,27
1079,January,Winter,Monday,True,clear-day,partly-cloudy-day,0.81,0.86,5.07,7.67,40.93,46.475,27,237
1080,January,Winter,Tuesday,True,rain,clear-day,0.87,0.81,5.01,5.07,45.455,40.93,237,250
1081,January,Winter,Wednesday,False,partly-cloudy-day,rain,0.71,0.87,9.79,5.01,46.32,45.455,250,192
1082,January,Winter,Thursday,False,rain,partly-cloudy-day,0.82,0.71,5.87,9.79,47.31,46.32,192,264
1083,January,Winter,Friday,False,partly-cloudy-day,rain,0.83,0.82,3.86,5.87,39.745,47.31,264,32
1084,January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.83,3.43,3.86,34.975,39.745,32,31
1085,January,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.88,6.96,3.43,33.71,34.975,31,354
1086,January,Winter,Monday,False,cloudy,partly-cloudy-day,0.85,0.76,5.09,6.96,37.365,33.71,354,354
1087,January,Winter,Tuesday,False,cloudy,cloudy,0.91,0.85,2.16,5.09,43.305,37.365,354,342
1088,January,Winter,Wednesday,False,partly-cloudy-day,cloudy,0.9,0.91,1.84,2.16,43.785,43.305,342,329
1089,January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.94,0.9,2.03,1.84,43.355,43.785,329,258
1090,January,Winter,Friday,False,fog,partly-cloudy-day,0.91,0.94,1.25,2.03,42.15,43.355,258,34
1091,January,Winter,Saturday,False,partly-cloudy-day,fog,0.84,0.91,3.96,1.25,40.195,42.15,34,43
1092,January,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.84,0.59,3.96,40.99,40.195,43,224
1093,January,Winter,Monday,False,rain,partly-cloudy-day,0.86,0.79,6.77,0.59,44.065,40.99,224,376
1094,January,Winter,Tuesday,False,partly-cloudy-day,rain,0.77,0.86,7.22,6.77,35.525,44.065,376,360
1095,January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.77,7.37,7.22,39.26,35.525,360,377
1096,January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.72,8.22,7.37,37.95,39.26,377,290
1097,January,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.74,4.62,8.22,36.84,37.95,290,30
1098,January,Winter,Saturday,False,rain,partly-cloudy-day,0.9,0.79,0.76,4.62,36.91,36.84,30,31
1099,January,Winter,Sunday,False,rain,rain,0.93,0.9,1.28,0.76,43.385,36.91,31,362
1100,January,Winter,Monday,False,partly-cloudy-day,rain,0.82,0.93,3.58,1.28,46.915,43.385,362,376
1101,January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,6.28,3.58,53.255,46.915,376,291
1102,January,Winter,Wednesday,False,rain,partly-cloudy-day,0.89,0.87,8.89,6.28,47.845,53.255,291,340
1103,January,Winter,Thursday,False,clear-day,rain,0.83,0.89,5.18,8.89,41.97,47.845,340,308
1104,January,Winter,Friday,False,partly-cloudy-day,clear-day,0.88,0.83,1.09,5.18,39.9,41.97,308,60
1105,January,Winter,Saturday,False,clear-day,partly-cloudy-day,0.89,0.88,5.27,1.09,47.165,39.9,60,60
1106,January,Winter,Sunday,False,clear-day,clear-day,0.85,0.89,6.83,5.27,53.165,47.165,60,345
1107,January,Winter,Monday,False,partly-cloudy-day,clear-day,0.8,0.85,6.29,6.83,42.47,53.165,345,366
1108,January,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.85,0.8,2.23,6.29,43.96,42.47,366,328
1109,January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.81,0.85,7.13,2.23,37.835,43.96,328,355
1110,February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.81,5.94,7.13,37.475,37.835,355,259
1111,February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.76,4.53,5.94,40.15,37.475,259,40
1112,February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.76,0.3,4.53,35.705,40.15,40,41
1113,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.87,5.27,0.3,33,35.705,41,348
1114,February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.79,4.39,5.27,33.17,33,348,347
1115,February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.8,3.75,4.39,31.395,33.17,347,335
1116,February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.74,3.42,3.75,32.945,31.395,335,363
1117,February,Winter,Thursday,False,rain,partly-cloudy-day,0.78,0.77,4.06,3.42,39.945,32.945,363,234
1118,February,Winter,Friday,False,rain,rain,0.8,0.78,4.17,4.06,34.765,39.945,234,24
1119,February,Winter,Saturday,False,clear-day,rain,0.88,0.8,5.13,4.17,38.12,34.765,24,31
1120,February,Winter,Sunday,False,partly-cloudy-day,clear-day,0.74,0.88,7.26,5.13,33.135,38.12,31,296
1121,February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.74,3.95,7.26,36.875,33.135,296,264
1122,February,Winter,Tuesday,False,rain,partly-cloudy-day,0.86,0.74,5.1,3.95,35.75,36.875,264,253
1123,February,Winter,Wednesday,False,rain,rain,0.89,0.86,5.58,5.1,37.585,35.75,253,288
1124,February,Winter,Thursday,False,clear-day,rain,0.78,0.89,4.51,5.58,39.72,37.585,288,254
1125,February,Winter,Friday,False,clear-day,clear-day,0.75,0.78,1.92,4.51,41.39,39.72,254,59
1126,February,Winter,Saturday,False,clear-day,clear-day,0.78,0.75,1.26,1.92,43.12,41.39,59,59
1127,February,Winter,Sunday,False,partly-cloudy-day,clear-day,0.84,0.78,2.19,1.26,47.015,43.12,59,268
1128,February,Winter,Monday,False,fog,partly-cloudy-day,0.93,0.84,2.06,2.19,48.05,47.015,268,322
1129,February,Winter,Tuesday,False,partly-cloudy-day,fog,0.86,0.93,5.42,2.06,40.55,48.05,322,334
1130,February,Winter,Wednesday,False,clear-day,partly-cloudy-day,0.83,0.86,2.76,5.42,37.705,40.55,334,327
1131,February,Winter,Thursday,False,partly-cloudy-day,clear-day,0.73,0.83,4.45,2.76,34.49,37.705,327,279
1132,February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.73,4.08,4.45,31.855,34.49,279,48
1133,February,Winter,Saturday,False,clear-day,partly-cloudy-day,0.69,0.74,5.02,4.08,32.025,31.855,48,38
1134,February,Winter,Sunday,False,clear-day,clear-day,0.64,0.69,5.28,5.02,29.55,32.025,38,317
1135,February,Winter,Monday,False,partly-cloudy-day,clear-day,0.67,0.64,5.76,5.28,25.055,29.55,317,291
1136,February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.77,0.67,2.97,5.76,26.045,25.055,291,62
1137,February,Winter,Wednesday,False,clear-day,clear-day,0.77,0.77,4.77,2.97,19.145,26.045,62,106
1138,March,Spring,Thursday,False,partly-cloudy-day,clear-day,0.78,0.77,8.19,4.77,22.505,19.145,106,101
1139,March,Spring,Friday,False,fog,partly-cloudy-day,0.84,0.78,7.52,8.19,24.89,22.505,101,18
1140,March,Spring,Saturday,False,fog,fog,0.92,0.84,4.6,7.52,33.6,24.89,18,35
1141,March,Spring,Sunday,False,fog,fog,0.91,0.92,2.74,4.6,42.45,33.6,35,365
1142,March,Spring,Monday,False,partly-cloudy-day,fog,0.87,0.91,3.46,2.74,43.91,42.45,365,358
1143,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.87,2.66,3.46,44.385,43.91,358,218
1144,March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.81,2.46,2.66,42.46,44.385,218,355
1145,March,Spring,Thursday,False,rain,partly-cloudy-day,0.74,0.82,5.59,2.46,40.755,42.46,355,287
1146,March,Spring,Friday,False,rain,rain,0.88,0.74,2.22,5.59,46.635,40.755,287,53
1147,March,Spring,Saturday,False,partly-cloudy-day,rain,0.89,0.88,4.29,2.22,49.95,46.635,53,62
1148,March,Spring,Sunday,False,fog,partly-cloudy-day,0.91,0.89,2.3,4.29,49.015,49.95,62,288
1149,March,Spring,Monday,False,partly-cloudy-day,fog,0.91,0.91,1.75,2.3,45.09,49.015,288,382
1150,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.91,2.09,1.75,44.395,45.09,382,354
1151,March,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.75,0.81,5.38,2.09,49.09,44.395,354,286
1152,March,Spring,Thursday,False,rain,clear-day,0.86,0.75,3.83,5.38,49.245,49.09,286,308
1153,March,Spring,Friday,False,partly-cloudy-day,rain,0.79,0.86,2.55,3.83,40.75,49.245,308,30
1154,March,Spring,Saturday,True,partly-cloudy-day,partly-cloudy-day,0.86,0.79,7.75,2.55,24.245,40.75,30,17
1155,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.86,7.64,7.75,25.59,24.245,17,308
1156,March,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.67,0.81,7.07,7.64,29.725,25.59,308,341
1157,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.67,4.64,7.07,37.66,29.725,341,373
1158,March,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.69,0.71,2.88,4.64,45.085,37.66,373,336
1159,March,Spring,Thursday,False,partly-cloudy-day,clear-day,0.73,0.69,4.43,2.88,45.085,45.085,336,290
1160,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,5.29,4.43,48.62,45.085,290,62
1161,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.73,1.43,5.29,46.515,48.62,62,59
1162,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.88,1.5,1.43,46.66,46.515,59,371
1163,March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.79,2.71,1.5,45.99,46.66,371,211
1164,March,Spring,Tuesday,False,rain,partly-cloudy-day,0.8,0.64,2.41,2.71,50.065,45.99,211,138
1165,March,Spring,Wednesday,False,rain,rain,0.86,0.8,1.9,2.41,39.425,50.065,138,264
1166,March,Spring,Thursday,False,rain,rain,0.87,0.86,3.25,1.9,42.065,39.425,264,18
1167,March,Spring,Friday,True,rain,rain,0.91,0.87,2.6,3.25,40.125,42.065,18,27
1168,March,Spring,Saturday,False,partly-cloudy-day,rain,0.86,0.91,1.86,2.6,41.695,40.125,27,30
1169,April,Spring,Sunday,False,rain,partly-cloudy-day,0.79,0.86,1.63,1.86,41.89,41.695,30,29
1170,April,Spring,Monday,True,rain,rain,0.91,0.79,4.17,1.63,49.925,41.89,29,236
1171,April,Spring,Tuesday,False,partly-cloudy-day,rain,0.85,0.91,5.61,4.17,50.535,49.925,236,291
1172,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,5.68,5.61,45.225,50.535,291,321
1173,April,Spring,Thursday,False,clear-day,partly-cloudy-day,0.64,0.83,2.44,5.68,47.095,45.225,321,231
1174,April,Spring,Friday,False,clear-day,clear-day,0.69,0.64,4.58,2.44,54.22,47.095,231,51
1175,April,Spring,Saturday,False,partly-cloudy-day,clear-day,0.78,0.69,3.02,4.58,55.7,54.22,51,40
1176,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.91,0.78,0.6,3.02,49.815,55.7,40,167
