Day,Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
1,January,Winter,Monday,False,partly-cloudy-day,fog,0.88,0.94,1.59,0.55,46.74,36.295,281,279
2,January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.88,2.07,1.59,42.15,46.74,279,274
3,January,Winter,Wednesday,False,clear-day,partly-cloudy-day,0.86,0.86,4.13,2.07,45.45,42.15,274,161
4,January,Winter,Thursday,False,rain,clear-day,0.87,0.86,3.6,4.13,46.2,45.45,161,270
5,January,Winter,Friday,False,partly-cloudy-day,rain,0.81,0.87,7.43,3.6,56.085,46.2,270,62
6,January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.81,7.05,7.43,44.615,56.085,62,48
7,January,Winter,Sunday,False,clear-day,partly-cloudy-day,0.74,0.74,5.44,7.05,43.385,44.615,48,252
8,January,Winter,Monday,False,rain,clear-day,0.83,0.74,6.57,5.44,49.535,43.385,252,311
9,January,Winter,Tuesday,False,partly-cloudy-day,rain,0.84,0.83,4.12,6.57,39.87,49.535,311,305
10,January,Winter,Wednesday,False,clear-day,partly-cloudy-day,0.76,0.84,5.04,4.12,42.13,39.87,305,264
11,January,Winter,Thursday,False,rain,clear-day,0.77,0.76,6.71,5.04,41.05,42.13,264,306
12,January,Winter,Friday,False,partly-cloudy-day,rain,0.76,0.77,2.31,6.71,37,41.05,306,57
13,January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.76,1.72,2.31,39.13,37,57,42
14,January,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.83,0.84,1.72,35.21,39.13,42,295
15,January,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.89,0.65,0.84,32.85,35.21,295,295
16,January,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.85,0.85,1.38,0.65,36.285,32.85,295,290
17,January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.87,0.85,2.6,1.38,35.595,36.285,290,270
18,January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.87,0.83,2.6,32.875,35.595,270,270
19,January,Winter,Friday,False,rain,partly-cloudy-day,0.85,0.83,1.95,0.83,36.575,32.875,270,80
20,January,Winter,Saturday,False,partly-cloudy-day,rain,0.8,0.85,3.43,1.95,36.955,36.575,80,71
21,January,Winter,Sunday,False,clear-day,partly-cloudy-day,0.83,0.8,2.38,3.43,44.43,36.955,71,269
22,January,Winter,Monday,False,partly-cloudy-day,clear-day,0.81,0.83,3.59,2.38,41.615,44.43,269,294
23,January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.81,2.9,3.59,44.19,41.615,294,279
24,January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.8,5.95,2.9,38.91,44.19,279,296
25,January,Winter,Thursday,False,clear-day,partly-cloudy-day,0.81,0.77,5.28,5.95,34.85,38.91,296,274
26,January,Winter,Friday,False,partly-cloudy-day,clear-day,0.83,0.81,2.67,5.28,36.285,34.85,274,33
27,January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.83,4.13,2.67,33.13,36.285,33,43
28,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.84,6.48,4.13,32.09,33.13,43,277
29,February,Winter,Monday,False,clear-day,partly-cloudy-day,0.74,0.73,2.56,6.48,32.25,32.09,277,255
30,February,Winter,Tuesday,False,partly-cloudy-day,clear-day,0.88,0.74,2.69,2.56,32.92,32.25,255,288
31,February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.88,3.96,2.69,34.125,32.92,288,248
32,February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.85,3.56,3.96,33.09,34.125,248,249
33,February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.84,5.47,3.56,32.995,33.09,249,50
34,February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.74,2.85,5.47,38.145,32.995,50,64
35,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.87,2.07,2.85,41.505,38.145,64,297
36,February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.81,1.45,2.07,42.8,41.505,297,308
37,February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,0.53,1.45,42.05,42.8,308,289
38,February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.83,0.71,0.53,39.84,42.05,289,292
39,February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.8,0.27,0.71,37.755,39.84,292,229
40,February,Winter,Friday,False,rain,partly-cloudy-day,0.87,0.77,4.6,0.27,42.29,37.755,229,52
41,February,Winter,Saturday,False,partly-cloudy-day,rain,0.9,0.87,1.38,4.6,44.79,42.29,52,60
42,February,Winter,Sunday,False,fog,partly-cloudy-day,0.88,0.9,0.96,1.38,42.14,44.79,60,262
43,February,Winter,Monday,False,rain,fog,0.91,0.88,0.73,0.96,40.155,42.14,262,279
44,February,Winter,Tuesday,False,clear-day,rain,0.76,0.91,2.57,0.73,39.535,40.155,279,290
45,February,Winter,Wednesday,False,clear-day,clear-day,0.78,0.76,2.87,2.57,42.45,39.535,290,239
46,February,Winter,Thursday,False,rain,clear-day,0.86,0.78,4.81,2.87,42.71,42.45,239,220
47,February,Winter,Friday,False,rain,rain,0.88,0.86,0.79,4.81,40.115,42.71,220,53
48,February,Winter,Saturday,False,partly-cloudy-day,rain,0.82,0.88,2.3,0.79,35.4,40.115,53,40
49,February,Winter,Sunday,False,rain,partly-cloudy-day,0.87,0.82,4.78,2.3,38.75,35.4,40,290
50,February,Winter,Monday,False,clear-day,rain,0.75,0.87,5.8,4.78,38.285,38.75,290,290
51,February,Winter,Tuesday,False,clear-day,clear-day,0.71,0.75,5.49,5.8,42.29,38.285,290,254
52,February,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.82,0.71,1.32,5.49,50.385,42.29,254,306
53,February,Winter,Thursday,False,rain,partly-cloudy-day,0.86,0.82,2.54,1.32,42.31,50.385,306,281
54,February,Winter,Friday,False,clear-day,rain,0.73,0.86,1.97,2.54,43.57,42.31,281,63
55,February,Winter,Saturday,False,rain,clear-day,0.87,0.73,5.8,1.97,44.24,43.57,63,76
56,March,Spring,Sunday,False,rain,rain,0.73,0.87,6.94,5.8,43.045,44.24,76,286
57,March,Spring,Monday,False,partly-cloudy-day,rain,0.68,0.73,6.54,6.94,39.27,43.045,286,302
58,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.68,4.41,6.54,38.44,39.27,302,305
59,March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,3.72,4.41,41.175,38.44,305,298
60,March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.7,2.41,3.72,46.645,41.175,298,303
61,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.72,4.06,2.41,47.995,46.645,303,87
62,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,4.92,4.06,51.205,47.995,87,70
63,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.71,3.1,4.92,45.735,51.205,70,312
64,March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,3.08,3.1,43.63,45.735,312,307
65,March,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.72,0.87,0.8,3.08,45.66,43.63,307,311
66,March,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.76,0.72,2.25,0.8,48.83,45.66,311,349
67,March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.59,0.76,2.87,2.25,50.625,48.83,349,307
68,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.59,3.17,2.87,42.975,50.625,307,65
69,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.62,4.76,3.17,41.22,42.975,65,58
70,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.71,4.07,4.76,40.67,41.22,58,247
71,March,Spring,Monday,False,fog,partly-cloudy-day,0.85,0.85,2.05,4.07,43.215,40.67,247,327
72,March,Spring,Tuesday,True,fog,fog,0.86,0.85,1.42,2.05,45.32,43.215,327,308
73,March,Spring,Wednesday,False,fog,fog,0.81,0.86,3.38,1.42,44.83,45.32,308,305
74,March,Spring,Thursday,False,partly-cloudy-day,fog,0.83,0.81,4.63,3.38,41.095,44.83,305,313
75,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.83,1.45,4.63,47.71,41.095,313,54
76,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.79,4.85,1.45,40.745,47.71,54,71
77,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.76,2.27,4.85,39.81,40.745,71,279
78,March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.7,1.87,2.27,46.78,39.81,279,314
79,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.71,1.74,1.87,40.705,46.78,314,313
80,March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.75,1.24,1.74,42.375,40.705,313,221
81,March,Spring,Thursday,False,rain,partly-cloudy-day,0.76,0.74,3.35,1.24,45.805,42.375,221,301
82,March,Spring,Friday,False,partly-cloudy-day,rain,0.67,0.76,2.4,3.35,48.195,45.805,301,69
83,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.67,6.14,2.4,51.73,48.195,69,32
84,March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.84,7.47,6.14,48,51.73,32,283
85,March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.81,5.03,7.47,49.01,48,283,266
86,March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.69,9.6,5.03,45.28,49.01,266,284
87,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.63,6.52,9.6,46.365,45.28,284,257
88,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.64,1.86,6.52,47.6,46.365,257,49
89,April,Spring,Friday,True,partly-cloudy-day,partly-cloudy-day,0.89,0.72,1.3,1.86,48.975,47.6,49,43
90,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.89,2.97,1.3,44.115,48.975,43,65
91,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.83,0.83,2.97,45.27,44.115,65,81
92,April,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.77,0.75,1.66,0.83,48.15,45.27,81,295
93,April,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.72,0.77,0.25,1.66,52.59,48.15,295,312
94,April,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.75,0.72,0.87,0.25,51.88,52.59,312,294
95,April,Spring,Thursday,False,fog,partly-cloudy-day,0.76,0.75,0.95,0.87,52.01,51.88,294,273
96,April,Spring,Friday,False,partly-cloudy-day,fog,0.67,0.76,1.54,0.95,59.575,52.01,273,89
97,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.67,4.28,1.54,47.63,59.575,89,84
98,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.64,4.38,4.28,54.345,47.63,84,310
99,April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.66,1.17,4.38,52.395,54.345,310,323
100,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.73,3.23,1.17,58.64,52.395,323,330
101,April,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.59,0.69,1.53,3.23,61.51,58.64,330,324
102,April,Spring,Thursday,False,partly-cloudy-day,clear-day,0.69,0.59,3.23,1.53,53.395,61.51,324,282
103,April,Spring,Friday,False,clear-day,partly-cloudy-day,0.64,0.69,4.47,3.23,48.215,53.395,282,38
104,April,Spring,Saturday,False,partly-cloudy-day,clear-day,0.66,0.64,4.82,4.47,48.65,48.215,38,41
105,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.66,2.82,4.82,43.84,48.65,41,302
106,April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.7,3.95,2.82,51.54,43.84,302,346
107,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.67,2.65,3.95,52.71,51.54,346,356
108,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.64,3.21,2.65,51.98,52.71,356,342
109,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.73,1.64,3.21,51.385,51.98,342,332
110,April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.71,2.67,1.64,57.685,51.385,332,75
111,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.74,4.61,2.67,54.805,57.685,75,67
112,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.8,2.04,4.61,43.925,54.805,67,334
113,April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.85,1.02,2.04,45.695,43.925,334,341
114,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.63,4.2,1.02,49.06,45.695,341,312
115,April,Spring,Wednesday,False,rain,partly-cloudy-day,0.75,0.6,3.83,4.2,46.76,49.06,312,329
116,April,Spring,Thursday,False,partly-cloudy-day,rain,0.65,0.75,2.42,3.83,49.3,46.76,329,315
117,May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.65,3.76,2.42,48.295,49.3,315,36
118,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.68,3.45,3.76,52.855,48.295,36,29
119,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.74,3.81,3.45,59.315,52.855,29,46
120,May,Spring,Monday,True,rain,partly-cloudy-day,0.72,0.84,2.73,3.81,59.63,59.315,46,293
121,May,Spring,Tuesday,False,partly-cloudy-day,rain,0.76,0.72,6.98,2.73,52.855,59.63,293,317
122,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.76,7.88,6.98,52.3,52.855,317,310
123,May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.77,3.75,7.88,54.33,52.3,310,284
124,May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.69,1.86,3.75,57.64,54.33,284,92
125,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.76,5.22,1.86,55.38,57.64,92,82
126,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.68,2.77,5.22,59.43,55.38,82,339
127,May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,3.33,2.77,60.465,59.43,339,358
128,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,3.81,3.33,52.66,60.465,358,382
129,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.63,0.8,3.81,56.48,52.66,382,264
130,May,Spring,Thursday,False,rain,partly-cloudy-day,0.87,0.62,3.53,0.8,47.465,56.48,264,301
131,May,Spring,Friday,False,partly-cloudy-day,rain,0.76,0.87,1.25,3.53,55.795,47.465,301,88
132,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.76,3.65,1.25,53.925,55.795,88,100
133,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,3.53,3.65,55.54,53.925,100,271
134,May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.64,4.59,3.53,50.47,55.54,271,329
135,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.75,4.58,4.59,48.505,50.47,329,286
136,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.73,2.88,4.58,50.15,48.505,286,335
137,May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.71,2.16,2.88,56.92,50.15,335,335
138,May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.64,1.69,2.16,61.325,56.92,335,66
139,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.74,1.52,1.69,56.61,61.325,66,83
140,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.74,1.84,1.52,57.93,56.61,83,92
141,May,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.66,0.72,2.81,1.84,54.69,57.93,92,331
142,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.66,2.46,2.81,55.275,54.69,331,296
143,May,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.65,0.66,2.24,2.46,60.84,55.275,296,334
144,May,Spring,Thursday,False,partly-cloudy-day,clear-day,0.58,0.65,4.05,2.24,56.03,60.84,334,261
145,May,Spring,Friday,False,rain,partly-cloudy-day,0.73,0.58,3.15,4.05,49.6,56.03,261,101
146,May,Spring,Saturday,False,partly-cloudy-day,rain,0.66,0.73,2.59,3.15,57.305,49.6,101,56
147,May,Spring,Sunday,False,rain,partly-cloudy-day,0.8,0.66,3.64,2.59,52.505,57.305,56,269
148,June,Summer,Monday,False,partly-cloudy-day,rain,0.69,0.8,4.79,3.64,55.775,52.505,269,331
149,June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.69,7.74,4.79,58.69,55.775,331,305
150,June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.82,3.48,7.74,55.24,58.69,305,83
151,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.62,1.87,3.48,64.01,55.24,83,310
152,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.63,2.24,1.87,61.02,64.01,310,95
153,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.71,3.91,2.24,55.39,61.02,95,102
154,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.6,1.69,3.91,57.44,55.39,102,332
155,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.6,2.37,1.69,53.575,57.44,332,378
156,June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.67,4.96,2.37,53.31,53.575,378,378
157,June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.65,4.8,4.96,56.685,53.31,378,381
158,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.62,4.39,4.8,64.16,56.685,381,309
159,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.65,1.87,4.39,67.34,64.16,309,96
160,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.73,2.68,1.87,60.93,67.34,96,95
161,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.84,1.82,2.68,57.59,60.93,95,361
162,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.82,2.9,1.82,56.005,57.59,361,411
163,June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.69,0.83,2.9,62.885,56.005,411,367
164,June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.67,3.8,0.83,67.365,62.885,367,337
165,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,3.35,3.8,60.55,67.365,337,323
166,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.63,2.73,3.35,61.705,60.55,323,93
167,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.63,1.05,2.73,61.795,61.705,93,79
168,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.79,3.76,1.05,60.33,61.795,79,291
169,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.7,3.26,3.76,58.31,60.33,291,348
170,June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.75,2.4,3.26,60.31,58.31,348,371
171,June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.66,2.29,2.4,63.31,60.31,371,339
172,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,1.63,2.29,66.19,63.31,339,312
173,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.64,2.48,1.63,66.89,66.19,312,124
174,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.65,2.55,2.48,67.29,66.89,124,97
175,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.64,2.24,2.55,62.38,67.29,97,360
176,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,1.62,2.24,65.835,62.38,360,388
177,June,Summer,Tuesday,False,clear-day,partly-cloudy-day,0.57,0.63,2.22,1.62,76.14,65.835,388,421
178,July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.52,0.57,2.63,2.22,78.645,76.14,421,350
179,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.52,1.86,2.63,65.735,78.645,350,352
180,July,Summer,Friday,False,rain,partly-cloudy-day,0.67,0.72,2.6,1.86,71.885,65.735,352,117
181,July,Summer,Saturday,False,fog,rain,0.72,0.67,2.6,2.6,68.095,71.885,117,90
182,July,Summer,Sunday,False,partly-cloudy-day,fog,0.72,0.72,1.75,2.6,62.845,68.095,90,375
183,July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.72,2.85,1.75,65.545,62.845,375,386
184,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.67,3.48,2.85,65.165,65.545,386,451
185,July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.68,4.07,3.48,60.415,65.165,451,838
186,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.55,0.69,1.77,4.07,62.97,60.415,838,359
187,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.55,0.55,2.15,1.77,68.01,62.97,359,136
188,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.59,0.55,2.98,2.15,68.255,68.01,136,98
189,July,Summer,Sunday,True,partly-cloudy-day,partly-cloudy-day,0.8,0.59,3.94,2.98,65.975,68.255,98,268
190,July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.8,3.48,3.94,65.1,65.975,268,368
191,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.88,2.65,3.48,67.39,65.1,368,297
192,July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.83,1.27,2.65,66.25,67.39,297,378
193,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.8,3.01,1.27,66.84,66.25,378,316
194,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.72,3.48,3.01,64.16,66.84,316,123
195,July,Summer,Saturday,False,clear-day,partly-cloudy-day,0.62,0.71,2.51,3.48,65.585,64.16,123,132
196,July,Summer,Sunday,False,partly-cloudy-day,clear-day,0.6,0.62,3.01,2.51,66.08,65.585,132,298
197,July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.6,2.73,3.01,64.735,66.08,298,400
198,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.82,4.12,2.73,67.46,64.735,400,406
199,July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.67,2.61,4.12,60.92,67.46,406,375
200,July,Summer,Thursday,False,clear-day,partly-cloudy-day,0.66,0.7,1.78,2.61,64.235,60.92,375,228
201,July,Summer,Friday,False,rain,clear-day,0.83,0.66,1.67,1.78,57.32,64.235,228,106
202,July,Summer,Saturday,False,partly-cloudy-day,rain,0.7,0.83,3.89,1.67,60.54,57.32,106,53
203,July,Summer,Sunday,False,rain,partly-cloudy-day,0.86,0.7,2.79,3.89,60.15,60.54,53,316
204,July,Summer,Monday,False,partly-cloudy-day,rain,0.76,0.86,5.84,2.79,62.035,60.15,316,349
205,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.76,5.47,5.84,58.62,62.035,349,355
206,July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.66,2.9,5.47,58.795,58.62,355,342
207,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.69,2.21,2.9,56.01,58.795,342,302
208,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,1.08,2.21,59.135,56.01,302,108
209,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.64,1.6,1.08,61.17,59.135,108,114
210,August,Summer,Sunday,False,clear-day,partly-cloudy-day,0.65,0.65,1.86,1.6,69.165,61.17,114,322
211,August,Summer,Monday,True,partly-cloudy-day,clear-day,0.71,0.65,3.36,1.86,64.87,69.165,322,346
212,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.71,4.64,3.36,63.79,64.87,346,369
213,August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,1.79,4.64,64.15,63.79,369,775
214,August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.71,2.64,1.79,63.24,64.15,775,327
215,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.74,0.41,2.64,66.11,63.24,327,126
216,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.67,0.99,0.41,65.77,66.11,126,158
217,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.7,1.95,0.99,70.985,65.77,158,374
218,August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.63,3.07,1.95,65.055,70.985,374,365
219,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.8,0.12,3.07,64.59,65.055,365,352
220,August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.75,2.74,0.12,66.255,64.59,352,337
221,August,Summer,Thursday,False,rain,partly-cloudy-day,0.88,0.76,3.16,2.74,67.015,66.255,337,266
222,August,Summer,Friday,False,fog,rain,0.9,0.88,1.3,3.16,63.025,67.015,266,109
223,August,Summer,Saturday,False,partly-cloudy-day,fog,0.71,0.9,2.06,1.3,59.3,63.025,109,110
224,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.71,0.35,2.06,60.065,59.3,110,339
225,August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.72,1.59,0.35,63.41,60.065,339,337
226,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.64,1.99,1.59,60.65,63.41,337,338
227,August,Summer,Wednesday,False,rain,partly-cloudy-day,0.77,0.7,2.28,1.99,64.475,60.65,338,329
228,August,Summer,Thursday,False,partly-cloudy-day,rain,0.87,0.77,2.39,2.28,67.715,64.475,329,303
229,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.87,3.14,2.39,68.295,67.715,303,149
230,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.75,2.04,3.14,75.395,68.295,149,100
