Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
February,Winter,Sunday,False,partly-cloudy-day,clear-day,0.74,0.88,7.26,5.13,33.135000000000005,38.12000000000001,31,296
February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.74,3.95,7.26,36.875,33.135000000000005,296,264
February,Winter,Tuesday,False,rain,partly-cloudy-day,0.86,0.74,5.1,3.95,35.75,36.875,264,253
February,Winter,Wednesday,False,rain,rain,0.89,0.86,5.58,5.1,37.585,35.75,253,288
February,Winter,Thursday,False,clear-day,rain,0.78,0.89,4.51,5.58,39.72,37.585,288,254
February,Winter,Friday,False,clear-day,clear-day,0.75,0.78,1.92,4.51,41.39,39.72,254,59
February,Winter,Saturday,False,clear-day,clear-day,0.78,0.75,1.26,1.92,43.12,41.39,59,59
February,Winter,Sunday,False,partly-cloudy-day,clear-day,0.84,0.78,2.19,1.26,47.015,43.12,59,268
February,Winter,Monday,False,fog,partly-cloudy-day,0.93,0.84,2.06,2.19,48.05,47.015,268,322
February,Winter,Tuesday,False,partly-cloudy-day,fog,0.86,0.93,5.42,2.06,40.55,48.05,322,334
February,Winter,Wednesday,False,clear-day,partly-cloudy-day,0.83,0.86,2.76,5.42,37.705,40.55,334,327
February,Winter,Thursday,False,partly-cloudy-day,clear-day,0.73,0.83,4.45,2.76,34.49,37.705,327,279
February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.73,4.08,4.45,31.855,34.49,279,48
February,Winter,Saturday,False,clear-day,partly-cloudy-day,0.69,0.74,5.02,4.08,32.025,31.855,48,38
February,Winter,Sunday,False,clear-day,clear-day,0.64,0.69,5.28,5.02,29.55,32.025,38,317
February,Winter,Monday,False,partly-cloudy-day,clear-day,0.67,0.64,5.76,5.28,25.055,29.55,317,291
February,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.77,0.67,2.97,5.76,26.045,25.055,291,62
February,Winter,Wednesday,False,clear-day,clear-day,0.77,0.77,4.77,2.97,19.145,26.045,62,106
March,Spring,Thursday,False,partly-cloudy-day,clear-day,0.78,0.77,8.19,4.77,22.50500000000001,19.145,106,101
March,Spring,Friday,False,fog,partly-cloudy-day,0.84,0.78,7.52,8.19,24.89,22.50500000000001,101,18
March,Spring,Saturday,False,fog,fog,0.92,0.84,4.6,7.52,33.6,24.89,18,35
March,Spring,Sunday,False,fog,fog,0.91,0.92,2.74,4.6,42.45,33.6,35,365
March,Spring,Monday,False,partly-cloudy-day,fog,0.87,0.91,3.46,2.74,43.91,42.45,365,358
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.87,2.66,3.46,44.38500000000001,43.91,358,218
March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.81,2.46,2.66,42.46,44.38500000000001,218,355
March,Spring,Thursday,False,rain,partly-cloudy-day,0.74,0.82,5.59,2.46,40.755,42.46,355,287
March,Spring,Friday,False,rain,rain,0.88,0.74,2.22,5.59,46.63500000000001,40.755,287,53
March,Spring,Saturday,False,partly-cloudy-day,rain,0.89,0.88,4.29,2.22,49.95,46.63500000000001,53,62
March,Spring,Sunday,False,fog,partly-cloudy-day,0.91,0.89,2.3,4.29,49.015,49.95,62,288
March,Spring,Monday,False,partly-cloudy-day,fog,0.91,0.91,1.75,2.3,45.09,49.015,288,382
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.91,2.09,1.75,44.395,45.09,382,354
March,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.75,0.81,5.38,2.09,49.09,44.395,354,286
March,Spring,Thursday,False,rain,clear-day,0.86,0.75,3.83,5.38,49.24500000000001,49.09,286,308
March,Spring,Friday,False,partly-cloudy-day,rain,0.79,0.86,2.55,3.83,40.75,49.24500000000001,308,30
March,Spring,Saturday,True,partly-cloudy-day,partly-cloudy-day,0.86,0.79,7.75,2.55,24.245,40.75,30,17
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.86,7.64,7.75,25.59,24.245,17,308
March,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.67,0.81,7.07,7.64,29.725,25.59,308,341
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.67,4.64,7.07,37.66,29.725,341,373
March,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.69,0.71,2.88,4.64,45.085,37.66,373,336
March,Spring,Thursday,False,partly-cloudy-day,clear-day,0.73,0.69,4.43,2.88,45.085,45.085,336,290
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,5.29,4.43,48.62000000000001,45.085,290,62
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.73,1.43,5.29,46.515,48.62000000000001,62,59
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.88,1.5,1.43,46.66,46.515,59,371
March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.79,2.71,1.5,45.99,46.66,371,211
March,Spring,Tuesday,False,rain,partly-cloudy-day,0.8,0.64,2.41,2.71,50.065,45.99,211,138
March,Spring,Wednesday,False,rain,rain,0.86,0.8,1.9,2.41,39.425,50.065,138,264
March,Spring,Thursday,False,rain,rain,0.87,0.86,3.25,1.9,42.065,39.425,264,18
March,Spring,Friday,True,rain,rain,0.91,0.87,2.6,3.25,40.125,42.065,18,27
March,Spring,Saturday,False,partly-cloudy-day,rain,0.86,0.91,1.86,2.6,41.695,40.125,27,30
April,Spring,Sunday,False,rain,partly-cloudy-day,0.79,0.86,1.63,1.86,41.89,41.695,30,29
April,Spring,Monday,True,rain,rain,0.91,0.79,4.17,1.63,49.925,41.89,29,236
April,Spring,Tuesday,False,partly-cloudy-day,rain,0.85,0.91,5.61,4.17,50.535,49.925,236,291
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,5.68,5.61,45.225,50.535,291,321
April,Spring,Thursday,False,clear-day,partly-cloudy-day,0.64,0.83,2.44,5.68,47.095,45.225,321,231
April,Spring,Friday,False,clear-day,clear-day,0.69,0.64,4.58,2.44,54.22,47.095,231,51
April,Spring,Saturday,False,partly-cloudy-day,clear-day,0.78,0.69,3.02,4.58,55.7,54.22,51,40
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.91,0.78,0.6,3.02,49.815,55.7,40,167
April,Spring,Monday,False,rain,partly-cloudy-day,0.94,0.91,2.69,0.6,47.61,49.815,167,313
April,Spring,Tuesday,False,fog,rain,0.91,0.94,2.84,2.69,50.80500000000001,47.61,313,272
April,Spring,Wednesday,False,rain,fog,0.92,0.91,2.87,2.84,47.05,50.80500000000001,272,324
April,Spring,Thursday,False,fog,rain,0.93,0.92,3.69,2.87,46.86,47.05,324,274
April,Spring,Friday,False,partly-cloudy-day,fog,0.88,0.93,1.32,3.69,49.56,46.86,274,69
April,Spring,Saturday,False,fog,partly-cloudy-day,0.76,0.88,1.52,1.32,56.635,49.56,69,57
April,Spring,Sunday,False,fog,fog,0.84,0.76,3.03,1.52,52.78,56.635,57,362
April,Spring,Monday,False,partly-cloudy-day,fog,0.71,0.84,5.0,3.03,53.465,52.78,362,360
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.71,6.58,5.0,58.875,53.465,360,384
April,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.65,0.65,3.12,6.58,63.675,58.875,384,404
April,Spring,Thursday,False,clear-day,clear-day,0.57,0.65,1.06,3.12,68.235,63.675,404,325
April,Spring,Friday,False,clear-day,clear-day,0.64,0.57,1.11,1.06,64.68,68.235,325,103
April,Spring,Saturday,False,rain,clear-day,0.71,0.64,1.96,1.11,64.125,64.68,103,95
April,Spring,Sunday,False,partly-cloudy-day,rain,0.72,0.71,3.23,1.96,60.085,64.125,95,371
April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.72,4.68,3.23,56.7,60.085,371,381
April,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.78,0.71,5.74,4.68,54.16,56.7,381,352
April,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.74,0.78,5.95,5.74,49.985,54.16,352,391
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.74,4.78,5.95,51.96,49.985,391,201
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.7,1.75,4.78,49.65000000000001,51.96,201,39
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.88,2.63,1.75,45.605,49.65000000000001,39,46
April,Spring,Sunday,False,cloudy,partly-cloudy-day,0.88,0.92,5.21,2.63,39.5,45.605,46,177
April,Spring,Monday,False,partly-cloudy-day,cloudy,0.79,0.88,6.9,5.21,41.18,39.5,177,384
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.79,3.69,6.9,51.46,41.18,384,237
May,Spring,Wednesday,False,rain,partly-cloudy-day,0.81,0.68,4.04,3.69,46.81,51.46,237,387
May,Spring,Thursday,False,partly-cloudy-day,rain,0.7,0.81,1.51,4.04,55.445,46.81,387,306
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.7,0.47,1.51,55.955,55.445,306,106
May,Spring,Saturday,False,clear-day,partly-cloudy-day,0.59,0.65,1.69,0.47,58.31,55.955,106,88
May,Spring,Sunday,False,clear-day,clear-day,0.6,0.59,1.43,1.69,62.835,58.31,88,103
May,Spring,Monday,True,clear-day,clear-day,0.58,0.6,1.32,1.43,65.85499999999999,62.835,103,386
May,Spring,Tuesday,False,clear-day,clear-day,0.65,0.58,2.04,1.32,63.03,65.85499999999999,386,390
May,Spring,Wednesday,False,clear-day,clear-day,0.67,0.65,2.2,2.04,58.77,63.03,390,382
May,Spring,Thursday,False,partly-cloudy-day,clear-day,0.64,0.67,2.94,2.2,53.215,58.77,382,337
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.64,3.46,2.94,57.14,53.215,337,43
May,Spring,Saturday,False,rain,partly-cloudy-day,0.83,0.65,0.78,3.46,53.19,57.14,43,67
May,Spring,Sunday,False,partly-cloudy-day,rain,0.74,0.83,1.22,0.78,55.295,53.19,67,393
May,Spring,Monday,False,clear-day,partly-cloudy-day,0.59,0.74,4.65,1.22,58.435,55.295,393,396
May,Spring,Tuesday,False,clear-day,clear-day,0.59,0.59,3.84,4.65,62.815,58.435,396,381
May,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.71,0.59,5.68,3.84,50.31,62.815,381,409
May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.71,4.21,5.68,51.805,50.31,409,366
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.67,1.56,4.21,53.51000000000001,51.805,366,81
May,Spring,Saturday,False,clear-day,partly-cloudy-day,0.67,0.67,2.51,1.56,57.545,53.51000000000001,81,112
May,Spring,Sunday,False,partly-cloudy-day,clear-day,0.73,0.67,5.2,2.51,57.42,57.545,112,396
May,Spring,Monday,False,clear-day,partly-cloudy-day,0.69,0.73,5.11,5.2,62.215,57.42,396,388
May,Spring,Tuesday,False,clear-day,clear-day,0.66,0.69,9.27,5.11,61.67,62.215,388,372
May,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.74,0.66,10.8,9.27,58.53999999999999,61.67,372,286
May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.74,5.21,10.8,61.1,58.53999999999999,286,272
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.83,2.6,5.21,62.145,61.1,272,72
May,Spring,Saturday,False,wind,partly-cloudy-day,0.77,0.84,10.53,2.6,68.265,62.145,72,87
May,Spring,Sunday,False,partly-cloudy-day,wind,0.75,0.77,3.53,10.53,69.3,68.265,87,86
May,Spring,Monday,True,fog,partly-cloudy-day,0.8,0.75,3.85,3.53,67.22,69.3,86,299
May,Spring,Tuesday,False,partly-cloudy-day,fog,0.9,0.8,9.13,3.85,59.005,67.22,299,330
May,Spring,Wednesday,False,fog,partly-cloudy-day,0.89,0.9,3.55,9.13,63.59,59.005,330,356
May,Spring,Thursday,False,fog,fog,0.88,0.89,5.16,3.55,66.475,63.59,356,279
June,Summer,Friday,False,fog,fog,0.81,0.88,5.15,5.16,66.445,66.475,279,88
June,Summer,Saturday,False,partly-cloudy-day,fog,0.73,0.81,7.71,5.15,64.75999999999999,66.445,88,94
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.73,0.7,7.71,68.03,64.75999999999999,94,360
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.68,7.48,0.7,59.425,68.03,360,346
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.84,9.24,7.48,54.57,59.425,346,357
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.78,8.11,9.24,63.305,54.57,357,389
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.7,7.05,8.11,62.86,63.305,389,317
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.73,6.38,7.05,63.165,62.86,317,90
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.69,6.43,6.38,64.095,63.165,90,90
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.75,6.85,6.43,62.06,64.095,90,379
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.76,7.79,6.85,64.785,62.06,379,374
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.65,7.05,7.79,56.34,64.785,374,374
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.74,6.0,7.05,64.48,56.34,374,382
June,Summer,Thursday,False,wind,partly-cloudy-day,0.68,0.65,10.89,6.0,63.195,64.48,382,324
June,Summer,Friday,False,clear-day,wind,0.58,0.68,6.31,10.89,64.315,63.195,324,79
June,Summer,Saturday,False,partly-cloudy-day,clear-day,0.65,0.58,9.91,6.31,61.24500000000001,64.315,79,101
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.65,11.45,9.91,61.965,61.24500000000001,101,406
June,Summer,Monday,False,wind,partly-cloudy-day,0.72,0.74,12.47,11.45,69.655,61.965,406,388
June,Summer,Tuesday,False,partly-cloudy-day,wind,0.71,0.72,10.55,12.47,67.42999999999999,69.655,388,392
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.71,9.23,10.55,64.16499999999999,67.42999999999999,392,374
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.49,0.79,9.74,9.23,56.395,64.16499999999999,374,359
June,Summer,Friday,False,clear-day,partly-cloudy-day,0.55,0.49,4.72,9.74,61.725,56.395,359,92
June,Summer,Saturday,False,cloudy,clear-day,0.53,0.55,5.35,4.72,64.395,61.725,92,89
June,Summer,Sunday,False,partly-cloudy-day,cloudy,0.51,0.53,2.63,5.35,65.36,64.395,89,360
June,Summer,Monday,False,clear-day,partly-cloudy-day,0.5,0.51,0.75,2.63,69.465,65.36,360,387
June,Summer,Tuesday,False,clear-day,clear-day,0.57,0.5,5.72,0.75,67.715,69.465,387,377
June,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.63,0.57,8.89,5.72,66.47,67.715,377,394
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.63,8.81,8.89,67.86,66.47,394,320
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.69,9.59,8.81,68.74,67.86,320,80
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.58,0.62,9.95,9.59,69.73,68.74,80,102
July,Summer,Sunday,False,clear-day,partly-cloudy-day,0.51,0.58,8.14,9.95,74.225,69.73,102,383
July,Summer,Monday,False,clear-day,clear-day,0.41,0.51,10.85,8.14,70.53,74.225,383,374
July,Summer,Tuesday,False,clear-day,clear-day,0.49,0.41,11.71,10.85,67.15,70.53,374,391
July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.64,0.49,4.17,11.71,69.795,67.15,391,395
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.64,2.89,4.17,72.0,69.795,395,343
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.58,0.6,3.59,2.89,73.785,72.0,343,80
July,Summer,Saturday,False,clear-day,partly-cloudy-day,0.55,0.58,4.18,3.59,74.36,73.785,80,108
July,Summer,Sunday,False,partly-cloudy-day,clear-day,0.53,0.55,4.51,4.18,73.33500000000002,74.36,108,378
July,Summer,Monday,False,clear-day,partly-cloudy-day,0.58,0.53,3.08,4.51,70.67,73.33500000000002,378,398
July,Summer,Tuesday,False,partly-cloudy-day,clear-day,0.63,0.58,7.54,3.08,63.68,70.67,398,387
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.63,6.36,7.54,64.15,63.68,387,394
July,Summer,Thursday,True,partly-cloudy-day,partly-cloudy-day,0.69,0.69,4.41,6.36,68.37,64.15,394,322
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.69,4.44,4.41,67.775,68.37,322,91
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.67,4.11,4.44,69.5,67.775,91,90
July,Summer,Sunday,False,clear-day,partly-cloudy-day,0.51,0.61,4.19,4.11,72.05000000000003,69.5,90,361
July,Summer,Monday,False,clear-day,clear-day,0.48,0.51,5.68,4.19,70.03999999999999,72.05000000000003,361,423
July,Summer,Tuesday,False,partly-cloudy-day,clear-day,0.59,0.48,10.0,5.68,66.98,70.03999999999999,423,394
July,Summer,Wednesday,False,clear-day,partly-cloudy-day,0.58,0.59,4.76,10.0,66.065,66.98,394,395
July,Summer,Thursday,False,partly-cloudy-day,clear-day,0.54,0.58,4.26,4.76,72.565,66.065,395,319
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.58,0.54,5.08,4.26,68.38499999999999,72.565,319,104
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.58,3.46,5.08,70.61,68.38499999999999,104,103
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.58,0.63,5.18,3.46,73.05,70.61,103,382
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.53,0.58,6.27,5.18,75.355,73.05,382,360
July,Summer,Tuesday,False,clear-day,partly-cloudy-day,0.62,0.53,6.89,6.27,73.7,75.355,360,397
July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.57,0.62,1.87,6.89,76.295,73.7,397,377
July,Summer,Thursday,False,clear-day,partly-cloudy-day,0.56,0.57,5.99,1.87,80.49000000000002,76.295,377,274
July,Summer,Friday,False,partly-cloudy-day,clear-day,0.62,0.56,5.11,5.99,74.83,80.49000000000002,274,91
July,Summer,Saturday,False,wind,partly-cloudy-day,0.63,0.62,14.9,5.11,66.77,74.83,91,43
July,Summer,Sunday,False,wind,wind,0.83,0.63,13.22,14.9,66.41,66.77,43,358
July,Summer,Monday,False,wind,wind,0.75,0.83,10.66,13.22,67.2,66.41,358,383
July,Summer,Tuesday,False,partly-cloudy-day,wind,0.65,0.75,7.95,10.66,65.44,67.2,383,355
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.65,6.67,7.95,68.05,65.44,355,397
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.62,5.2,6.67,74.26499999999999,68.05,397,315
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.62,2.83,5.2,78.015,74.26499999999999,315,97
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.61,6.51,2.83,71.655,78.015,97,102
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.6,4.51,6.51,72.175,71.655,102,340
August,Summer,Monday,True,clear-day,partly-cloudy-day,0.54,0.63,3.1,4.51,75.25999999999998,72.175,340,353
August,Summer,Tuesday,False,clear-day,clear-day,0.57,0.54,5.75,3.1,73.03999999999998,75.25999999999998,353,325
August,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.58,0.57,10.34,5.75,67.08,73.03999999999998,325,235
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.58,3.46,10.34,56.3,67.08,235,274
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.84,7.2,3.46,55.83,56.3,274,68
August,Summer,Saturday,False,clear-day,partly-cloudy-day,0.72,0.78,5.92,7.2,66.02000000000001,55.83,68,57
August,Summer,Sunday,False,partly-cloudy-day,clear-day,0.76,0.72,8.57,5.92,65.67,66.02000000000001,57,331
August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.76,6.34,8.57,65.01,65.67,331,344
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.77,8.89,6.34,68.27,65.01,344,389
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,10.7,8.89,69.765,68.27,389,258
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.71,9.69,10.7,59.08,69.765,258,312
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.79,7.88,9.69,65.72,59.08,312,70
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.67,9.75,7.88,67.89,65.72,70,96
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.72,10.62,9.75,71.545,67.89,96,354
August,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.74,6.61,10.62,70.975,71.545,354,352
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.73,6.18,6.61,68.69999999999999,70.975,352,339
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.71,7.52,6.18,69.62,68.69999999999999,339,288
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.8,8.74,7.52,60.52500000000001,69.62,288,242
August,Summer,Friday,False,wind,partly-cloudy-day,0.68,0.74,12.0,8.74,54.105,60.52500000000001,242,70
August,Summer,Saturday,False,partly-cloudy-day,wind,0.71,0.68,7.89,12.0,57.74,54.105,70,18
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.71,8.1,7.89,60.30500000000001,57.74,18,64
August,Summer,Monday,True,partly-cloudy-day,partly-cloudy-day,0.73,0.85,11.43,8.1,62.64,60.30500000000001,64,326
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.73,3.76,11.43,62.82000000000001,62.64,326,176
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.66,4.92,3.76,58.45,62.82000000000001,176,335
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.78,3.7,4.92,59.41,58.45,335,262
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.64,3.61,3.7,60.325,59.41,262,83
September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.73,4.59,3.61,63.81,60.325,83,96
September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.61,0.67,4.26,4.59,62.625,63.81,96,379
September,Autumn,Monday,False,clear-day,clear-day,0.66,0.61,2.19,4.26,64.57,62.625,379,340
September,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.76,0.66,7.23,2.19,62.38500000000001,64.57,340,389
September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.76,6.93,7.23,61.045,62.38500000000001,389,346
September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.74,6.26,6.93,56.13,61.045,346,287
September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.72,10.05,6.26,55.76000000000001,56.13,287,87
September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.64,8.34,10.05,62.35,55.76000000000001,87,74
September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.73,9.35,8.34,65.38,62.35,74,321
September,Autumn,Monday,False,clear-day,partly-cloudy-day,0.69,0.71,10.4,9.35,65.755,65.38,321,371
September,Autumn,Tuesday,False,wind,clear-day,0.8,0.69,13.18,10.4,62.765,65.755,371,328
September,Autumn,Wednesday,False,partly-cloudy-day,wind,0.83,0.8,4.54,13.18,51.87000000000001,62.765,328,388
September,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.68,0.83,5.05,4.54,59.605,51.87000000000001,388,317
September,Autumn,Friday,False,partly-cloudy-day,clear-day,0.7,0.68,8.91,5.05,57.405,59.605,317,94
September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.7,7.25,8.91,62.41,57.405,94,94
September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.72,0.74,9.43,7.25,68.695,62.41,94,397
September,Autumn,Monday,False,partly-cloudy-day,clear-day,0.65,0.72,9.21,9.43,69.935,68.695,397,400
September,Autumn,Tuesday,False,wind,partly-cloudy-day,0.7,0.65,14.37,9.21,67.61500000000001,69.935,400,370
September,Autumn,Wednesday,False,wind,wind,0.75,0.7,15.33,14.37,66.89,67.61500000000001,370,349
September,Autumn,Thursday,False,wind,wind,0.78,0.75,15.92,15.33,60.115,66.89,349,285
September,Autumn,Friday,False,wind,wind,0.68,0.78,18.45,15.92,56.415,60.115,285,46
September,Autumn,Saturday,False,partly-cloudy-day,wind,0.84,0.68,3.43,18.45,50.96,56.415,46,40
September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.84,7.5,3.43,47.395,50.96,40,373
September,Autumn,Monday,False,clear-day,partly-cloudy-day,0.69,0.81,4.55,7.5,49.025,47.395,373,383
September,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.67,0.69,3.9,4.55,51.845,49.025,383,443
September,Autumn,Wednesday,False,clear-day,partly-cloudy-day,0.65,0.67,5.39,3.9,59.31,51.845,443,376
September,Autumn,Thursday,False,clear-day,clear-day,0.63,0.65,4.73,5.39,63.065,59.31,376,372
September,Autumn,Friday,False,partly-cloudy-day,clear-day,0.64,0.63,8.49,4.73,51.22,63.065,372,63
September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.64,1.15,8.49,50.455,51.22,63,99
September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.7,6.15,1.15,49.295,50.455,99,387
October,Autumn,Monday,False,clear-day,partly-cloudy-day,0.63,0.73,8.37,6.15,54.19,49.295,387,404
October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.71,0.63,11.41,8.37,60.695,54.19,404,398
October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.71,6.33,11.41,57.42,60.695,398,369
October,Autumn,Thursday,False,fog,partly-cloudy-day,0.88,0.76,6.55,6.33,57.905,57.42,369,345
October,Autumn,Friday,False,fog,fog,0.82,0.88,3.14,6.55,60.88500000000001,57.905,345,29
October,Autumn,Saturday,False,fog,fog,0.91,0.82,7.97,3.14,45.465,60.88500000000001,29,72
October,Autumn,Sunday,False,partly-cloudy-day,fog,0.74,0.91,4.65,7.97,49.285,45.465,72,391
October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.74,7.38,4.65,55.13,49.285,391,390
October,Autumn,Tuesday,False,clear-day,partly-cloudy-day,0.75,0.75,6.14,7.38,59.145,55.13,390,353
