Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
March,Spring,Monday,False,partly-cloudy-day,rain,0.68,0.73,6.54,6.94,39.27,43.045,286,302
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.68,4.41,6.54,38.44,39.27,302,305
March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,3.72,4.41,41.175,38.44,305,298
March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.7,2.41,3.72,46.645,41.175,298,303
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.72,4.06,2.41,47.99500000000001,46.645,303,87
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,4.92,4.06,51.205,47.99500000000001,87,70
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.71,3.1,4.92,45.735,51.205,70,312
March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,3.08,3.1,43.63,45.735,312,307
March,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.72,0.87,0.8,3.08,45.66,43.63,307,311
March,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.76,0.72,2.25,0.8,48.83,45.66,311,349
March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.59,0.76,2.87,2.25,50.625,48.83,349,307
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.59,3.17,2.87,42.975,50.625,307,65
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.62,4.76,3.17,41.22,42.975,65,58
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.71,4.07,4.76,40.67,41.22,58,247
March,Spring,Monday,False,fog,partly-cloudy-day,0.85,0.85,2.05,4.07,43.215,40.67,247,327
March,Spring,Tuesday,True,fog,fog,0.86,0.85,1.42,2.05,45.32,43.215,327,308
March,Spring,Wednesday,False,fog,fog,0.81,0.86,3.38,1.42,44.83,45.32,308,305
March,Spring,Thursday,False,partly-cloudy-day,fog,0.83,0.81,4.63,3.38,41.095,44.83,305,313
March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.83,1.45,4.63,47.71,41.095,313,54
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.79,4.85,1.45,40.74500000000001,47.71,54,71
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.76,2.27,4.85,39.81,40.74500000000001,71,279
March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.7,1.87,2.27,46.78,39.81,279,314
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.71,1.74,1.87,40.705,46.78,314,313
March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.75,1.24,1.74,42.375,40.705,313,221
March,Spring,Thursday,False,rain,partly-cloudy-day,0.76,0.74,3.35,1.24,45.805,42.375,221,301
March,Spring,Friday,False,partly-cloudy-day,rain,0.67,0.76,2.4,3.35,48.195,45.805,301,69
March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.67,6.14,2.4,51.73,48.195,69,32
March,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.84,7.47,6.14,48.0,51.73,32,283
March,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.81,5.03,7.47,49.01000000000001,48.0,283,266
March,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.69,9.6,5.03,45.28,49.01000000000001,266,284
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.63,6.52,9.6,46.365,45.28,284,257
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.64,1.86,6.52,47.6,46.365,257,49
April,Spring,Friday,True,partly-cloudy-day,partly-cloudy-day,0.89,0.72,1.3,1.86,48.975,47.6,49,43
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.89,2.97,1.3,44.115,48.975,43,65
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.83,0.83,2.97,45.27,44.115,65,81
April,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.77,0.75,1.66,0.83,48.15,45.27,81,295
April,Spring,Tuesday,False,clear-day,partly-cloudy-day,0.72,0.77,0.25,1.66,52.59,48.15,295,312
April,Spring,Wednesday,False,partly-cloudy-day,clear-day,0.75,0.72,0.87,0.25,51.88,52.59,312,294
April,Spring,Thursday,False,fog,partly-cloudy-day,0.76,0.75,0.95,0.87,52.01,51.88,294,273
April,Spring,Friday,False,partly-cloudy-day,fog,0.67,0.76,1.54,0.95,59.575,52.01,273,89
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.67,4.28,1.54,47.63,59.575,89,84
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.64,4.38,4.28,54.345,47.63,84,310
April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.66,1.17,4.38,52.395,54.345,310,323
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.73,3.23,1.17,58.64,52.395,323,330
April,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.59,0.69,1.53,3.23,61.51,58.64,330,324
April,Spring,Thursday,False,partly-cloudy-day,clear-day,0.69,0.59,3.23,1.53,53.395,61.51,324,282
April,Spring,Friday,False,clear-day,partly-cloudy-day,0.64,0.69,4.47,3.23,48.215,53.395,282,38
April,Spring,Saturday,False,partly-cloudy-day,clear-day,0.66,0.64,4.82,4.47,48.65000000000001,48.215,38,41
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.66,2.82,4.82,43.84,48.65000000000001,41,302
April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.7,3.95,2.82,51.54,43.84,302,346
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.67,2.65,3.95,52.71,51.54,346,356
April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.64,3.21,2.65,51.98,52.71,356,342
April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.73,1.64,3.21,51.38500000000001,51.98,342,332
April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.71,2.67,1.64,57.685,51.38500000000001,332,75
April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.74,4.61,2.67,54.80500000000001,57.685,75,67
April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.8,2.04,4.61,43.925,54.80500000000001,67,334
April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.85,1.02,2.04,45.695,43.925,334,341
April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.63,4.2,1.02,49.06,45.695,341,312
April,Spring,Wednesday,False,rain,partly-cloudy-day,0.75,0.6,3.83,4.2,46.76000000000001,49.06,312,329
April,Spring,Thursday,False,partly-cloudy-day,rain,0.65,0.75,2.42,3.83,49.3,46.76000000000001,329,315
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.65,3.76,2.42,48.295,49.3,315,36
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.68,3.45,3.76,52.855,48.295,36,29
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.74,3.81,3.45,59.31500000000001,52.855,29,46
May,Spring,Monday,True,rain,partly-cloudy-day,0.72,0.84,2.73,3.81,59.63,59.31500000000001,46,293
May,Spring,Tuesday,False,partly-cloudy-day,rain,0.76,0.72,6.98,2.73,52.855,59.63,293,317
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.76,7.88,6.98,52.3,52.855,317,310
May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.77,3.75,7.88,54.33,52.3,310,284
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.69,1.86,3.75,57.64,54.33,284,92
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.76,5.22,1.86,55.38,57.64,92,82
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.68,2.77,5.22,59.43,55.38,82,339
May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,3.33,2.77,60.465,59.43,339,358
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,3.81,3.33,52.66,60.465,358,382
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.63,0.8,3.81,56.48,52.66,382,264
May,Spring,Thursday,False,rain,partly-cloudy-day,0.87,0.62,3.53,0.8,47.465,56.48,264,301
May,Spring,Friday,False,partly-cloudy-day,rain,0.76,0.87,1.25,3.53,55.795,47.465,301,88
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.76,3.65,1.25,53.925,55.795,88,100
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,3.53,3.65,55.54,53.925,100,271
May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.64,4.59,3.53,50.47,55.54,271,329
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.75,4.58,4.59,48.505,50.47,329,286
May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.73,2.88,4.58,50.15000000000001,48.505,286,335
May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.71,2.16,2.88,56.92,50.15000000000001,335,335
May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.64,1.69,2.16,61.325,56.92,335,66
May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.74,1.52,1.69,56.61,61.325,66,83
May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.74,1.84,1.52,57.93000000000001,56.61,83,92
May,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.66,0.72,2.81,1.84,54.69,57.93000000000001,92,331
May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.66,2.46,2.81,55.27500000000001,54.69,331,296
May,Spring,Wednesday,False,clear-day,partly-cloudy-day,0.65,0.66,2.24,2.46,60.84,55.27500000000001,296,334
May,Spring,Thursday,False,partly-cloudy-day,clear-day,0.58,0.65,4.05,2.24,56.03,60.84,334,261
May,Spring,Friday,False,rain,partly-cloudy-day,0.73,0.58,3.15,4.05,49.6,56.03,261,101
May,Spring,Saturday,False,partly-cloudy-day,rain,0.66,0.73,2.59,3.15,57.305,49.6,101,56
May,Spring,Sunday,False,rain,partly-cloudy-day,0.8,0.66,3.64,2.59,52.505,57.305,56,269
June,Summer,Monday,False,partly-cloudy-day,rain,0.69,0.8,4.79,3.64,55.775,52.505,269,331
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.69,7.74,4.79,58.69,55.775,331,305
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.82,3.48,7.74,55.24,58.69,305,83
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.62,1.87,3.48,64.01,55.24,83,310
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.63,2.24,1.87,61.02,64.01,310,95
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.71,3.91,2.24,55.39,61.02,95,102
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.6,0.6,1.69,3.91,57.44,55.39,102,332
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.6,2.37,1.69,53.575,57.44,332,378
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.67,4.96,2.37,53.31,53.575,378,378
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.62,0.65,4.8,4.96,56.685,53.31,378,381
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.62,4.39,4.8,64.16,56.685,381,309
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.65,1.87,4.39,67.34,64.16,309,96
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.73,2.68,1.87,60.92999999999999,67.34,96,95
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.84,1.82,2.68,57.59,60.92999999999999,95,361
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.82,2.9,1.82,56.005,57.59,361,411
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.69,0.83,2.9,62.88500000000001,56.005,411,367
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.67,3.8,0.83,67.365,62.88500000000001,367,337
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,3.35,3.8,60.55,67.365,337,323
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.63,2.73,3.35,61.705,60.55,323,93
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.63,1.05,2.73,61.795,61.705,93,79
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.79,3.76,1.05,60.33,61.795,79,291
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.7,3.26,3.76,58.31,60.33,291,348
June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.75,2.4,3.26,60.31,58.31,348,371
June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.66,2.29,2.4,63.31,60.31,371,339
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,1.63,2.29,66.19,63.31,339,312
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.64,2.48,1.63,66.89,66.19,312,124
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.65,2.55,2.48,67.28999999999999,66.89,124,97
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.64,2.24,2.55,62.38,67.28999999999999,97,360
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,1.62,2.24,65.83500000000001,62.38,360,388
June,Summer,Tuesday,False,clear-day,partly-cloudy-day,0.57,0.63,2.22,1.62,76.14,65.83500000000001,388,421
July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.52,0.57,2.63,2.22,78.645,76.14,421,350
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.52,1.86,2.63,65.735,78.645,350,352
July,Summer,Friday,False,rain,partly-cloudy-day,0.67,0.72,2.6,1.86,71.88499999999998,65.735,352,117
July,Summer,Saturday,False,fog,rain,0.72,0.67,2.6,2.6,68.095,71.88499999999998,117,90
July,Summer,Sunday,False,partly-cloudy-day,fog,0.72,0.72,1.75,2.6,62.845,68.095,90,375
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.72,2.85,1.75,65.545,62.845,375,386
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.67,3.48,2.85,65.16499999999999,65.545,386,451
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.68,4.07,3.48,60.415,65.16499999999999,451,838
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.55,0.69,1.77,4.07,62.97,60.415,838,359
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.55,0.55,2.15,1.77,68.00999999999999,62.97,359,136
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.59,0.55,2.98,2.15,68.255,68.00999999999999,136,98
July,Summer,Sunday,True,partly-cloudy-day,partly-cloudy-day,0.8,0.59,3.94,2.98,65.975,68.255,98,268
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.8,3.48,3.94,65.10000000000001,65.975,268,368
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.88,2.65,3.48,67.39,65.10000000000001,368,297
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.83,1.27,2.65,66.25,67.39,297,378
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.8,3.01,1.27,66.84,66.25,378,316
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.72,3.48,3.01,64.16,66.84,316,123
July,Summer,Saturday,False,clear-day,partly-cloudy-day,0.62,0.71,2.51,3.48,65.58500000000001,64.16,123,132
July,Summer,Sunday,False,partly-cloudy-day,clear-day,0.6,0.62,3.01,2.51,66.08,65.58500000000001,132,298
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.6,2.73,3.01,64.735,66.08,298,400
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.82,4.12,2.73,67.46000000000001,64.735,400,406
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.67,2.61,4.12,60.92,67.46000000000001,406,375
July,Summer,Thursday,False,clear-day,partly-cloudy-day,0.66,0.7,1.78,2.61,64.235,60.92,375,228
July,Summer,Friday,False,rain,clear-day,0.83,0.66,1.67,1.78,57.32,64.235,228,106
July,Summer,Saturday,False,partly-cloudy-day,rain,0.7,0.83,3.89,1.67,60.54,57.32,106,53
July,Summer,Sunday,False,rain,partly-cloudy-day,0.86,0.7,2.79,3.89,60.15000000000001,60.54,53,316
July,Summer,Monday,False,partly-cloudy-day,rain,0.76,0.86,5.84,2.79,62.035,60.15000000000001,316,349
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.76,5.47,5.84,58.62,62.035,349,355
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.66,2.9,5.47,58.795,58.62,355,342
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.69,2.21,2.9,56.01000000000001,58.795,342,302
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,1.08,2.21,59.135,56.01000000000001,302,108
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.64,1.6,1.08,61.17,59.135,108,114
August,Summer,Sunday,False,clear-day,partly-cloudy-day,0.65,0.65,1.86,1.6,69.16499999999999,61.17,114,322
August,Summer,Monday,True,partly-cloudy-day,clear-day,0.71,0.65,3.36,1.86,64.87,69.16499999999999,322,346
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.71,4.64,3.36,63.79,64.87,346,369
August,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.68,1.79,4.64,64.15,63.79,369,775
August,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.71,2.64,1.79,63.24,64.15,775,327
